id,text
1,@Morning_Joe @Eugene_Robinson @JoeNBC C'Mon! Although not included in clip — I wasn't surprised both @JoeNBC &amp;… https://t.co/OUntLkRUCk
1,I'm just sad and depressed feel liked everyone left me and threw me into junk
1,@naychaes i am sad
1,"@mikepompeo Sad that you did not have the balls like @AmbJohnBolton  to stand against terrorism, keep quiet,"
1,"Omo, my babe has to be able to sing o. Cos who would I call when I’m sad and I need someone to sing for me?"
1,"@ItzGetty He tried stopping the girl and she kept going , home girl blacked out. Sad Situation overall."
1,"I am the best friend to a bunch of jerks who love to see me sad bro, wtf is that."
1,I’m so genuinely sad about this. https://t.co/lo4yRgXMfd
1,Sad to see this tonight. Rest in Peace Les. 🥺 https://t.co/OOQG0or6nx
1,@MunstaMasta and its sad cuz i prolly seen every one of them episodes too
1,@SanghiPablo1 Ohh feeling sad for shampoo company...🥺🥺
1,"How sad. 😢 

The best Bollywood tunes from the 90s. RIP #ShravanRathod https://t.co/39sMTIoAAW"
1,it's sad but you got a photo book There are people who can't get them https://t.co/W9Mu1BT6Qm
1,don’t be sad you to pretty for that !
1,@qbenqa That’s really sad... it will just be for cruise then
1,@thebkh Our society has a need to constantly be entertained... it’s sad actually!
1,"@charliecampion @SW_Help @sarahjolney1 @SW_Help tbh I travelled from Portsmouth - Waterloo &amp; back in the rush hour,… https://t.co/dj7pEUKBYL"
1,@PJOnline_News Sad to hear RIP
1,"@616BVCKYNAT GOD THEY TREAT HIM LIKE A DELICATE LIL FLOWER !!!!!!!!! sick, it’s his name.. now is it okay for us to… https://t.co/ysVf3ZBwD6"
1,@VoiceofCal @VoiceofRita Now I am sad.
1,"@8bitkitten I'm 38 and had stopped doing art for a long time because of a serious case of the Sad Brains, but I rec… https://t.co/z7ujCTUmFn"
1,A rabbit jumped in front of my car and now I'm sad.
1,"- people would straight up not remember shit.
- some would rather be a fierce corpse and fight in battle than answe… https://t.co/1rq8Jfrev0"
1,@TheRoguez But why sad? ;-;
1,Friends I’m going to need to do a serious deep dive into the history of the @MicrosoftTeams stickers. Why sad Teams… https://t.co/yfJjWUnXWC
1,@mybffyoongi IM SO SAD HE DOESNT DO THAT HIGH NOTE (OR AT LEAST DOESNT DO IT THAT LOUDLY) IN THE SPOTIFY VER
1,"“Yes. 

Yes I believe you are. You helped me with my magic, you compliment me, and you help me when I’m sad.” https://t.co/hnKEJnoc4l"
1,@kianxforever @KianLawley i'm so sad i didn't see you do this but this is so beautiful 🥺
1,"@MartinKnight_ @C53758546Mandy Shang a lang
Sad news
Rip Les"
1,i’m so sad but like like wow i have amazing friends 😭😭 my tire popped and everyone pulled up i love you hoes
1,@BlackOpsLeaks sad. really wanted this too
1,"am i really gonna give that up for something that makes me sad

yes yes i am"
1,@JennaLaineESPN So heartbreaking and very sad!
1,@desirebryce He always does that and it makes me so sad ☹️
1,@dailytokoyami HE LOOKS SO SAD
1,Bro this account was almost at 2000. So many unfollowed it it's sad:( https://t.co/EeI6GCBiCR
1,@WaterHexle I need it because I am looking for it everywhere in the comic and I could not find it I need that code… https://t.co/470bPOHkjN
1,@LizGillies if it’s a question of covid safety then she could put her hand up and down really quickly on a zoom tha… https://t.co/1O32VLSEqk
1,Just realized tomorrow is the season finale for #TheFalconAndTheWinterSoldier I'm both super pumped and very sad we… https://t.co/bGs5Fivz2G
1,My piece today to celebrate #StephenLawrenceDay touches on the hard work from people like @jay_mendis @brightonland… https://t.co/SPtkkX6tBE
1,This is literally gross. And sad to say that I know teachers at western that prey on girls in school and wait until… https://t.co/FVnr8ezhhS
1,"@animal_leaks What the hell .... I wish I catch this sick and I swear I will mill his bones.
So so sad scene 😭😫😫😭😫😭"
1,anyways i was sad but now im mad because i was minding my business waiting for a bus and a mf calls me a whore out… https://t.co/KgvUksD3MW
1,@hezzaking Am sad
1,"@ATVIAssist I wonder if I left it for 24 hours if I would get it, this is fucking sad at this point https://t.co/8lVNunIeVn"
1,"@sandman19802 I agree, it’s very sad it had to come to this for her. However, people pick their careers for a pleth… https://t.co/xfbtsAeYWR"
1,Makes me so sad how much of my life has been consumed by mental illness
1,@slurpeexgoddess Oh no that’s so sad
1,"This disorder has held me back for so long, and now the way I’m trying to come to terms with it isn’t enough for ev… https://t.co/3rH9l4xZLA"
1,"I got an offer for the job I’ve been wanting for a long time.

I have to turn it down because of the way I choose (… https://t.co/EUXmJF8ipS"
1,"@EdaSerkanBolat_ And if they do, this same people will say “wow, an annoucement? this is definitely PR”

they are u… https://t.co/uH0uLZ2uOx"
1,@rianwatt So scary and sad. I am sorry. :(
1,Shes the nicest girl i know and she has depression i hope she doesnt do anything to herself sometimes i get so sad… https://t.co/780bM6kf7J
1,"@Kyle9068 Thanks, Crono! It had a sad ending, but a new beginning :)"
1,"@RexChapman Really, really crazy....and sad."
1,"@daTrashbot No no violence bad, but! I will no longer get sad &gt;: instead I get angy and stream with more passion. T… https://t.co/POWvwHUAfN"
1,"@heyjudesimmer Aw, I'm so sad to hear you don't really enjoy being here! I always glad to see your posts and your b… https://t.co/3dCKfvOQxY"
1,"@VinugamingFreak ☹️oh sad!
It means...ever loved someone with the  clean and true heart"
1,can the big sad stop attacking me out of nowhere
1,@F0reverr23 um. why u sad?
1,@achaelelele i was skimming through csm and came across that chapter i was so sad :(
1,maybe if you would’ve ab*rted your pregnant ass wouldn’t be going out sad now 😂😂😂
1,@noel_cunningham This is so sad - please consider asking for help with how you are feeling too
1,"We sometimes don't give kids credit for what they already know about adults. https://t.co/oZzp3UZHzC

""Because my [… https://t.co/ItI30tONuj"
1,"@Simply_Sammuel Sad, you should follow me, im kinda cool"
1,"@quacktynotfound Very sad, like dude some people might actually accidentally say something racist when they’re 4-13… https://t.co/PhNoHEt00n"
1,I thought Josh Hawley could have been a Republican worth respecting due to his opposition to loot boxes on the basi… https://t.co/hFoExy2sOv
1,@niyazee26 Very sad
1,I ain’t met not 1 nigga who not in a relationship but can only fuck on one girl! That’s sad!
1,"The Times is beginning the standard anti-union playbook of misrepresentation, captive audience meetings, and more.… https://t.co/ojqJtCFmsV"
1,Just breathe people say we'll sometimes I can't and sometimes the thoughts and the nothingness rushes in at the sam… https://t.co/5J10yaiHQg
1,Sad loss but Good Year for our G-squad https://t.co/NVzJWNeDsJ
1,@griner There are many times when I’m sad I left the ‘ham. This is not one of those times.
1,i wanna write a book and have the two main characters be called alisha and abi and the plot would be alisha having… https://t.co/OcMa7Je6ym
1,"I’m not mad,sad,happy...just tired of being around entities. Tired of the influence and heaviness of this life."
1,"mental health is so important, don’t ever hesitate to reach out if you feel overwhelmed or stressed or sad. It’s ok… https://t.co/yfteHwUCv3"
1,@rockstarIix hi! how are you feeling? do you want me to recommend you a skz song? (mood tags: sad/frustrated/anxiou… https://t.co/VBru4kqTEf
1,@AdvMahtabkhan We are upset too🥺 Bala's character has been put on the side for the past 10 episodes. She has nothin… https://t.co/NqgwcpeNgg
1,@springinhieron this is so sad I hope u get that art one day
1,@Sarahvi0 I get sad every time I drive by
1,"@TraitorNeo Everyone is different, for me I have to force myself to be sad at emotional cutscenes."
1,"Such a sad loss - May Allah accept your service to the community and elevate your ranks in Jannah 
So proud being a… https://t.co/Zl8aDHfUp6"
1,@MangoPriv8 I want a dark/sad vibe on my priv LMAO
1,*(funny as in sad)
1,"@pepipop @jendr0wned thats really sad i want everyone to have a happy family, cant wait to call my own dad today"
1,@ItsAlinaLopez Sorry you’ve became so insecure. It’s a sad world we live in
1,@free_thinker This is inhuman. Very sad to see this. @BBCWorld @CNN @nytimes
1,@business You hammer the engine of our country. Investors and corporations. Insert layoffs and rising cost of goods. Sad day
1,@newlands_chris @PicassoRecruit @ExcludedUK @theipaper Heartbreaking 💔 Very sad state of affairs. Government also d… https://t.co/2nciCIXVva
1,@ejwwest @25_cycle @NikolovScience @NoelTurner194 @robhon_ @FChecker76 @priscian @drochir_thonnuk @ScienceJustWins… https://t.co/ZInv58vdhA
1,Sad day for banku apologists
1,I’m sad
1,@90SAISHA REALLY 😨 i thought that might get u atleast a little sad
1,"@glamgawwd_1990 It’s sad to see people try to fit in with the gay versions of the plastics, like be yourself 💔"
1,@TheFlatEartherr This is so sad I really feel for this person I hope “it” finds happiness.
1,@thetrillbillies it’s really sad actually. i can’t believe it ended how it did. i pray for the survivors daily. he… https://t.co/DiAz0V3vl0
1,@Sad_Lakers_Fan @nQo____ @snuurid Nah they gotta be 13+ for him
1,@celestialgrief A SAD WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1,"When I’m sad they there, when I’ve been low on funds they’ve been there to put me back on , they glorify me when I least deserve it !"
1,..I messed up this is sad
1,@ChampagneYeezyy this RATIO is sad 😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹
1,"🚨🚨🚨🚨🚨🚨
Feel a bit sad for blaze actually... https://t.co/Nzc9bKt1lz"
1,It makes me sad everytime
1,I hope us Gen Z eventually denormalize the toxic positivity that invades streamers’ identities and communities beca… https://t.co/jkGzRpF53X
1,"#TheSocialDilemma is making me feel paranoid, anxious and sad lol

True story tho

https://t.co/IcesTpYjlC"
1,"Bleh. Haven't had a sale in 6 days, and no pages read in 4. Kinda sad lol. 

My birthday is on Saturday I'd love it… https://t.co/GmyOcuU3zR"
1,Because the answer isn't foisting this onto already over-burdened and burnt out faculty and grads. It's actually pr… https://t.co/dAgAztVgAo
1,brb gonna buy my bb a toaster oven
1,"I don’t know what’s up with me, I’ve never felt so sad in my life"
1,it’s sad because i literally don’t trust anyone 100% like i trust people but i don’t trust anyone 100%
1,@the_gaetz @BobWhyer @DineshDSouza @StevenC03983164 @LawtonMeza @TooncesDaCat @PeteyPablo2018 @DennisExMachina… https://t.co/NLuvaIO5wf
1,"@JAY3RS korean gp never wants to listen to new things, it's sad"
1,"Beautiful variant of Paramore - After Laughter from @BanquetRecords 🥰

Gonna sad bop around the room for the next 4… https://t.co/W2uV038sOQ"
1,It’s sad how we are programmed into believing we need to settle for a conventional job to make money and not follow our dreams to survive
1,ive never felt so sad while looking through the window please show me the stars pleasee https://t.co/fdcKGHnj7m
1,Its so sad how having children is so glamorised. We all want the cute baby in the stoller IG pics ; the maternity p… https://t.co/FRfThNY1zH
1,not me getting sad because i don’t have any clothes i really like or money to get some . :’) https://t.co/0xgpuLawqH
1,"One can simply never be ready to watch Ufelani 🥺💔

Unfortunately though, that’s actually a sad reality💔

#Ufelani"
1,I wish some girls would realise that you really do not need to have a man if your life to be happy. Someone girls a… https://t.co/8BH2L83wjM
1,"If you don't your name is Trump, Gaetz, Cruz, Gommer, Greene, Graham, DeSantos and all the other Feces filled shit… https://t.co/VpgQC334MZ"
1,"Im such a masochistic bitch my love language is talking shit. 🙄 

Sad out here for your boy. 😭"
1,Sad bc it feels like the boys will never be byke to business. 😪😔😔 @thisisrory @MAL___ . If y'all really not going b… https://t.co/VCg0z4nLm8
1,@DizZzyS i mean i can understand why their fans r a bit sad bc thats their fandom name they have had for a while ..… https://t.co/XAQJEPJpTQ
1,@MissGEng2015 It is so sad.
1,@dreamwastaken @NlMRODJAS @a6dskittle I WASN'T EVEN HERE WHEN U SAID THIS BUT I FEEL SO SAD RN DREAM JUST SCOLDED ME 😕☹️
1,@rabunzelle Overwhelmed and sad 😭
1,god i feel so bad abt children who are like 6-7 bc they missed their first classes of school? like its just so sad… https://t.co/nscqvhoTTU
1,Obidi you say no fugazi but your fans for here 99.8 Dey wear banku dey promote banku. Sad
1,@X_KrysJ Yeah it’s pretty sad actually
1,"All of these people jumped on their racist little wagons without knowing the facts. 
But facts don’t matter to raci… https://t.co/5inIR5iT79"
1,ur sad https://t.co/gaeKVFvFOa
1,@ErinBode Sad isn't it https://t.co/XqKRMPi9E4
1,When I listen to bad bunny all of the bangers are lit to me but I listen to English lyrics. That shit is sad 😂 y’all big simps
1,Sad are the homes round Garryowen
1,Jesus man. I hate how WWE and Vince McMahon are like this. So sad to see. https://t.co/8UEr7wYIzp
1,"@wilderfortruth So sad! You can never undo the damage!
Not sure if blondes, age or ignorance was nice knowing you! Kiss your own ass goodbye"
1,"There are some people on this app 

They have problem with every song 

#NoFugazy 

Shatta ba confirm is always sad 😂😂😂

@sarkodie"
1,"So Fun Tie Dye Reversible Happy/Sad Octopus Plush Toy
$9.95
https://t.co/EPc5sStXrI https://t.co/8jWcTUjtJh"
1,I be replaying The Last of Us 2 just to blow people legs off I be sad when they call out their friend names after they get boomed tho
1,- I am big sad... Like dinosaur 😔
1,"@DetroitBORG damn, these are the few times I'm sad I live in some random asf city lol, little things like that soun… https://t.co/UneU46MP56"
1,blasting my senior year playlist at work and now i’m sad it’s so nostalgic
1,"Plus sometimes whenever he didn't have his daughter he was like mad down and tho it's like I get it, it's super sad… https://t.co/LsL2JPLO8q"
1,@shaydouken Sad edition? Or xbox one x? 😂 there's so many that were released and discontinued with a couple of years
1,@calumsfolklore Yes it’s sad but it’s their best song
1,i'm so sad for no reason rn tf
1,"Every rose has its thorn
Just like every night has its dawn
Just like every cowboy sings his sad, sad song"
1,"@ashishkjha @RoKhanna It’s true, also sad that the USA will as correctly stated not use the Astra Zeneca vaccine li… https://t.co/9OW9QI53up"
1,I say I don’t hold grudges but that’s a lie. I’m still hurt and sad about something.
1,😫😫😫 sad out here https://t.co/MAcXFnlroz
1,@JacobCLloyd You need to educate yourself. And what centuries and you can’t be racist towards white people stop loo… https://t.co/lYtGLk3OCG
1,"no, im not sad"
1,@Sad_Lakers_Fan @RavellaPranith @snuurid “don’t call my mommy” ... mf you started sexual conversations with some yo… https://t.co/WkwuGuLZBd
1,Can we just not see that @OpTicCHI and @ROKKR clip on stream anymore? It makes me sad.
1,"@skwawkbox @Allchanges The world is burning and the ""Left"" is bickering. If they still bickering they not ""Left"", j… https://t.co/dmUqNzdvfl"
1,You know what's sad? As a therapist I probably have more de-escalation training than a cops has.
1,"@CallofDuty @Activision nice ""new"" map for warzone. You really were not able to create a new map at all ? Seriously… https://t.co/uoL6vCiqxK"
1,@Lis940 @ElkaJordanova @official_ONEUS I had a crazy day at work and itll be like that from now on which means i wo… https://t.co/QxQqX0cU9K
1,@melaniemay04 @WirralGov @TheHeadsOffice @jobadge @Carter61C @ChristineCouser @PookyH @sphoenix78 I often rant and… https://t.co/YvwR3LaUMA
1,"Damn shame what happen and how they killed him, on top of that covered it up smh smh! Shouldn’t have believed the l… https://t.co/5y2dMu3XDd"
1,"Sad! @HawleyMO keeps trying to get Daddy Trump's attention away from his KFC!Just like with ignored spawn Eric, Don… https://t.co/hEbooNt8Lg"
1,@wanderingemp @gard2010 @JustinWilkie81 @imau2fan @benshapiro @TheBabylonBee You're a very angry sad man aren't ya?
1,"My exams got postponed

Idk if I should be happy because yay more study time

Or sad because fck it'll take more ti… https://t.co/UGZno5Qi2M"
1,You are never truly alone during this sad time. Know that I am here for you always..
1,@cumnewt0n Tweet deleted
1,So sad😢😢 https://t.co/MRnVF9PaAd
1,"@goldiesoftie yay :D
also dont be sad bc phil https://t.co/r8Ot9nFB4X"
1,"Dealing with a toxic mother/parent is the worst thing ever, I really wish this to nobody not even to my enemy, it’s… https://t.co/pfpEuFgNMD"
1,that’s sad asf https://t.co/BEf7yLrjF3
1,Watched Sarah Z's homestuck video and it made me nostalgic and sad. I'm glad I got into it when I did but yeah that… https://t.co/yrIiMd1Q3U
1,It makes me so sad. Looking back at our convo when we first met and then now. Haaaay. Everything has changed.
1,"@mentalydeficien Lmao sad
I just ate a hamburger, also after a depression nap"
1,The parliament of the country is paralyzed some say that the state bank will be handed over to IMF and we see no ex… https://t.co/OcSDNegxKK
1,"Sad that unlike in cricket, a review cannot correct what has been wrong in India's pandemic response. Yet we revel… https://t.co/Hu9sKdT77f"
1,I feel so sad to give away my neutrogena moisturiser 😭
1,"@SitaramYechury Any news in China daily or Chinese media for condolences.

So sad to hear this."
1,"@PrestonPysh 👏 Bravo....... 😢 🇨🇦 my favourite MP of my lifetime. However, sad to say he is drowned out and silenced… https://t.co/fFu3SMUDPi"
1,I am soooo sad. I was doing a live call through cameo with Sarah and suddenly the call ended early... hope they can… https://t.co/BllWOXiHwP
1,"@haltman Josh Hawley is sad at this.

Same with Madison Cawthorne."
1,i’m sad pls hype my selfies up
1,Coping with The Sad with inappropriate laughter and Girl Scout cookies.
1,@sad_skeletor Lol I hate you
1,@WINTERSOLD1ER that is so fucking sad
1,11. REPLY 1988 spoiler: I'm #TeamTaek! i liked him for deoksun better and i believe they're each other's endgame. B… https://t.co/ezqUUn4AKF
1,@DrAmbardar @anniegowen @dansiddiqui @Reuters Are any of you in the US trying to contact India having problems gett… https://t.co/HksbQNbcK4
1,@charlieINTEL Pretty sad when a multi billion dollar company has a whole year and like 5-6 development teams (I kno… https://t.co/EgeBmUIBfx
1,@politicalmath The title alone is enough to push me off. I feel sad for the conservative people I know that have fallen for Q-anything.
1,got my princes order ready and everything 😂 sad https://t.co/iM9ANUfbNf
1,"idk why, but i feel happy and sad at the same time."
1,@SikoSneakers @CallofDuty It's sad that this generation is okay with this terrible service and expirence! Always gi… https://t.co/UpkKzfjIN9
1,U coudda stopped everything...  Don't b sad at me hore
1,@NiostaC I love reading your opinions but now it just made me sad! We got to this point and for what... just for th… https://t.co/843nxYTa3u
1,Amanda never messaged back so we are gonna hold a minecraft funeral for her  sunday. Sad days homies
1,"@natevari @Sad_Lakers_Fan @snuurid And that drugs, is why you don’t do kids."
1,"@BerserkerMaster She cuddled him closing her eyes. ""I'm so grateful to you, you're the one light in my sad life making things brighter.."""
1,Sometimes I reread old messages from my friends when I'm feeling sad to remind myself that I'm loved and cared abou… https://t.co/6vQMaMJU8V
1,"@MichaelBDonner @FDRLST It’s clear that your white guilt is devouring you. It’s sad, pathetic and concerning, but I… https://t.co/I73m2lGC0X"
1,i don't think it's that anybody doesn't recognize or appreciate what the other is trying to doing for them. it's ju… https://t.co/gayiCkcQsE
1,@EveyJacob He is mostly a Sad Boi but also a little grumpy
1,nothing makes me more sad than being a problem for people i really love
1,"2x07 hug makes me sad, but 2x13 hug just shows how much Hope cares for Josie https://t.co/3jVjhUxp9u"
1,@CBCNL So sad
1,"@Strawb_belief I don't write sweet things. I write pain, sad and dark poems"
1,@Amy_Murray7 we sound so sad playing bingo HAHAHHA
1,It’s Just Me. It’s sad sometimes.
1,my teddy bear looked sad n lonely 😐 https://t.co/pY5FGr8DRu
1,Very Sad News! Bay City Roller Les McKeown dies suddenly aged 65 leaving family and friends of band along with legi… https://t.co/RdIvsBixn6
1,@pegobry So sad you guys can't go to Algeria and murder civilians anymore.
1,"Good that hesitancy hasn’t increased - Vaccination offers the only real way out of this mess for the world, as erad… https://t.co/qyLFWbjApt"
1,@cassis_jason @TheSpec This is a sad year for small business.
1,@AdvoBarryRoux Not moved by this performance. People are paid to act poor and tell sad stories. What happened to he… https://t.co/YfQfaftqGN
1,"@THemingford No, but it's terribly sad how that bloody referendum has turned us all into people who make choices ab… https://t.co/ceD5MuEg3m"
1,Trying to push through this depressive episode and be a person is fucking hard man. But I’m getting work and chores… https://t.co/9wZhMvFjeL
1,@THMLibertarian I followed him for a long time until late last year.  He has such a strong case of TDS that I start… https://t.co/GJNTQmiZKz
1,"Eek sounds like a you problem, sis. Sad that you gon have to learn the hard way, but hey, you're learning. Grow from this. Do better."
1,@christiantpace nah u good it’s just sad that’s immediately where my mind goes to
1,@BadBoysForYou @HarisKSherwani @TJHuntley @agletterman @chancedurant1 @sairallah0309 @Travis_Borne @ASageInglis… https://t.co/ywCuG2e2Qn
1,"@SergingSuns Been really sad reading some of the comments about this today, it's like we have all the benefit of hi… https://t.co/ISdZbMtNOp"
1,@IanEdmo52884502 @GalGadot This is sad
1,"@lasizwe This is a ""Just in case things go wrong"" type caption, no need we all know uyadlelwa umtu nawe like everyo… https://t.co/gkPpsn8orp"
1,I hate when I buy food then get to sad to eat it😭
1,"@UK_COPS Thoughts are with his family, friends and colleagues at this sad time 🙏💙🌈"
1,"The sad romance that I left behind
Drift far, far away from here
To the mirage of Russia in the distance"
1,@Pamaj Just sad they don’t invest in themselves and solid anti-cheat with all that money they make off of a “free” player base
1,Zubo is a human. He has feelings and how do you think he'll react if he sees his fans do this to him? She knows zub… https://t.co/8DnFIcLz2N
1,I look forward to reading journal articles in the coming decades highlighting how social media has exacerbated soci… https://t.co/HbnHVV46Y8
1,"I wish artists said that they did nsfw in their bio, now I gotta unfollow all sad and stuff"
1,@hotmammon87 @Genshinmem So sad...
1,@MDSoFedUp @punchcigar1234 @danholyo @nypost This right here is the mindset that's getting so many people killed ri… https://t.co/SM53ZG72RA
1,Today is a sad day in America. The frequency of funerals for black men is appalling 😥 when will Police chiefs throu… https://t.co/kLEX6ksqXp
1,GRWN For Nothing Cause I'm Sad...  https://t.co/WJK9aWlrkT idek why but it actually made me feel better to get read… https://t.co/EUln6Bui9F
1,"“Too loud.”
“Too quiet.”
“Too happy.”
“Too explosive.”
“Too intense.”
“Too big.”
“Too fake.”
“Too sad.”

...ok."
1,@NikitaDragun So sad that she think the show is gonna do good....
1,"“We grew up as farmers, and reinventing ourselves in the city is not easy. It is hard to lose ties with the earth,… https://t.co/ChkvOgUQnL"
1,I keep seeing females getting jumped all over social media... it’s sad.
1,"@kaitlancollins I knew it! While paper mills with generations of steady jobs struggled and shuttered, that’s where WI invested! Sad!"
1,getting rly sick out of no where&gt;&gt;:( im so sad idk whats wrong and i have no one to talk to this suckssssss
1,@milkisterrible OMG NO CJEETO DONT BE SAD ILY
1,@SkySportsNews People saying about recent points taking of Wigan etc. That should of not happened in ther first pla… https://t.co/J4FTub4Exi
1,@TheoFleury14 @TrueNorthCentre @DerekSloanCPC It’s so sad we have incompetent Patty
1,"@parksandtea I'M SO FUCKING SAAAAAAAAAAAAAAD

That scene a few weeks ago when they were drinking wine and WKX made… https://t.co/kdwZISJ6h5"
1,@fizzyorangefish stfu i’m very sad
1,"I need to learn how to Moonwalk like Michael Jackson. He was abused as a kid, so I feel sad for him, despite whatev… https://t.co/rmbefqTWc3"
1,@DipaliMeena3 Sad. My Prayers and thoughts with all
1,"Appreciation tweet for all of my Indian mutuals on HHT, love y'all @AgamWalia6 @SoulProvider08 @rllywux @wejalhht… https://t.co/pLfeV23sVG"
1,The history of ethics is a sad tale of wonderful ideals that nobody can live up to. Most Christians did not imitate… https://t.co/00kTz6fpsk
1,@ShadyCobainNV LMFAO 💀💀 sad reality
1,"@JohnHMcWhorter ""That slavery weaved white supremacy into our founding documents” is simply an honest reading of ou… https://t.co/vKIMW0b12j"
1,i just thought about how bbl is really cool for trans stays who are trying out different names and now i’m sad 🥺☹️
1,@GameDayOJ @Breaking911 It will never pass the senate. Not to mention the fact that it is unconstitutional. The onl… https://t.co/RwfA7lXlrz
1,Today was such a sad day. I’m really going to miss these kids so much🥺😔
1,"@DaveModculture Sad news, I listened to them non stop and wore tartan in a teenage phase. Still listen and sing alo… https://t.co/ETy7OVvaRY"
1,"@greeborunner At first, I read that as ""I shall only write IN terms of endearment from now on""

Expected every futu… https://t.co/OES9dPciIM"
1,@JamesMRowlands Beautiful and fitting tribute to a real legend for club and country. So sad though. Consider myself… https://t.co/jXLMQ80Odj
1,He should be traded to the wizards as a form of discipline! https://t.co/GcqIwT6H8R
1,"@futureofrep All too well, Sad Beautiful Tragic and Begin again"
1,"@AlisterMycroft7 His wife was crying over it yesterday. She was so sad, they had to go out to dinner. They almost u… https://t.co/tiau3jSWUF"
1,"@OfTimeLordisms “Yes well... This way we’re even with the blushing,” she said, winking at him.

When he started lau… https://t.co/vsRyT8vcRv"
1,...people really overlook the onez in their livez that genuinely care about them in search to gain the attention of… https://t.co/Bw1E1Vc2lz
1,@BrandsOwned Whats sad is that NYPH raised his bill after this tweet.
1,"@_Marcuscorvus_ @jhaletweets Didn't know who Canderous' actor was, but it's sad to hear he's dead. Candie was a coo… https://t.co/BjMeq2XMl3"
1,@JohvanTheAuthor @LaurenKrissss @GabbieHanna Not once in the years I followed her did she ever take accountability… https://t.co/iMleShzQ8T
1,@clusterofreds1 why sadly ??? bet he isn`t sad
1,"but baby you look so pathetic and sad, it’s actually disturbing, get help."
1,so sad..
1,I woke up sad and I’ve just been sad all day lmfao i wanna kms :)
1,my life feels super icky and bad and it’s just me crying every private chance i get. i haven’t been eating and if i… https://t.co/dqrisALKGT
1,@gramss_kilogs as they should. sad lil gremlins
1,i got suspended on main im so sad https://t.co/rcT6K7yyWM
1,@Guppie97 We can cry about it together it makes me so sad. 😭
1,@Nationwideradio Useless legislators. A neglected justice system filled with all kinds of loopholes. No wonder the… https://t.co/paHC42bRpm
1,I want to complain about losing my freezing cold winters because of global warming sad we are all chancing  our dreams when life is simple
1,@RANB00N i am at school where i can't drink from the water fountin cause of covid this is sad
1,"I don’t understand why those people recording him was laughing 💔💔💔 this is so sad💔💔
#stopabuse… https://t.co/bujelkjo7b"
1,"Sheree coming back for a third time is sad and desperate. If you can’t get it right the second time around, move on… https://t.co/IZnvTS2R3f"
1,on me. when i’m sad buying stuff make me happy 😌 https://t.co/SzwwEQTPpB
1,"This is very Sad....
This is very disappointing 😡😡.
If found guilty, he should face the full wrath of the Law… https://t.co/ZAD1i61z94"
1,@nQo____ @snuurid EDP when he sees a 5 year old at the playground https://t.co/Gr6BoyFmoI
