,id,text
16,1,"['@munconvo', 'when', ""i'm"", 'angry', 'about', 'your', 'health', 'when', 'im', 'protective', 'when', 'i', 'be', 'able', 'to', 'be', 'a', 'salty', 'person', 'to', 'you', 'its', 'mean', 'i', 'love', 'you']"
17,1,"['@stirpicus', '@literalpumpkin', '@deckninegames', 'i', 'second', 'all', 'those', 'things', 'you', 'said', 'congrats', '@literalpumpkin']"
18,1,"['@talkin_rational', '@manik_m_jolly', 'i', 'say', ""let's"", 'not', 'divert', 'some', 'of', 'the', 'o2', 'tankers', 'and', 'let', 'them', 'use', 'the', 'shortest', 'way', '(bl', 'https://t', 'co/zw8zb81y2b']"
19,1,"['do', 'you', 'play', 'angry', 'birds', 'no', 'https://t', 'co/icyuxg41ws']"
20,1,"['im', 'afraid', 'to', 'upgrade', 'my', 'iphone', '8', 'cause', 'im', 'enjoying', 'this', 'phone', 'bill', 'without', 'having', 'to', 'pay', 'off', 'a', 'phone', 'and', 'im', 'afra', 'https://t', 'co/v1ernlqkkl']"
21,1,"['@russe1theteapot', '@bog54738973', '@paullnet_kw', '@energeopolitics', '@financialtimes', 'siblings', 'pls', 'dont', 'be', 'angry', 'we', 'are', 'all', 'humans']"
22,1,"['@kaitmarieox', 'you', 'really', 'gotta', 'stop', 'shitting', 'your', 'pants', 'repeatedly', 'think', 'its', 'making', 'you', 'angry', 'and', 'go', 'on', 'racist', 'rants']"
23,1,"['nope', 'https://t', 'co/eqpgg0zdjw']"
24,1,"['@noober432', '@theevilswithiin', '@deadbybhvr', '1', 'jokes', 'are', 'meant', 'to', 'be', 'funny', '2', 'this', 'is', 'clearly', 'meant', 'as', 'an', 'insult', '3', 'i', 'a', 'https://t', 'co/phtevclair']"
25,1,"['@frenchrainez', '@crystalcipriani', 'i', 'have', 'been', 'angry', 'for', 'decades', 'with', 'how', 'police', 'have', 'treated', 'black', 'children', 'but', 'havin', 'https://t', 'co/gycidsonpj']"
26,1,"['@ghanayesu_', 'squinting', 'smiling', 'or', 'angry']"
27,1,"['@holly02838462', '@angry_staffer', 'apple', 'doesnt', 'fall', 'far', 'fron', 'the', 'tree', 'his', 'dad', 'went', 'after', 'gay', 'and', 'trans', 'woman', 'because', 'https://t', 'co/5okrhwgeti']"
28,1,"['this', 'is', 'a', 'very', 'heated', 'time', 'folks', 'get', 'angry', 'at', 'the', 'truth', 'https://t', 'co/x2smalcifd']"
29,1,"['@biggmattweaford', 'thanks', 'matt', ""i'm"", 'so', 'bitter', 'and', 'angry', 'right', 'now', ""it's"", 'hurts']"
30,1,"['@angry_staffer', 'tucker', 'carlson', 'is', 'truly', 'the', 'lowest', 'form', 'of', 'life', 'some', 'kind', 'of', 'slime', 'or', 'something']"
31,1,"['@henshawkate', 'this', 'is', 'sad', 'mehn', 'i', 'am', 'angry']"
32,1,"['i', 'hope', 'pallister', 'thinks', 'about', 'talking', 'to', 'his', 'own', 'caucus', 'about', 'physical', 'distancing', 'before', 'he', 'shames', 'the', 'public', 'about', 'https://t', 'co/vtjqvj1etq']"
33,1,"['they', 'know', 'how', 'powerful', 'our', 'dreams', 'getting', 'so', 'they', 'want', 'us', 'angry', 'everyday']"
34,1,"['@bverycomfort', '@death_andpraxis', '@banquothe', '@ajdelgado13', '@angry_staffer', 'can', 'you', 'honestly', 'believe', 'people', 'can', 'be', 'this', 'stupid']"
35,1,"['we', 'will', 'continue', 'to', 'rise', 'up', 'and', 'be', 'angry', 'and', 'apply', 'pressure', 'because', ""y'all"", 'keep', 'killing', 'us', 'a', 'guilty', 'verdict', ""don't"", 'https://t', 'co/tx578e8v4x']"
36,1,"['z', 'and', 'i', 'talk', 'in', 'caps', 'to', 'each', 'other', 'and', 'to', 'the', 'tl', 'it', 'looks', 'like', 'were', 'angry', 'with', 'each', 'other', 'but', 'we', 'just', 'have', 'to', 'yell', 'https://t', 'co/jhmnxswzh7']"
37,1,"['@maddie18russell', '@dragonex101', 'he', 'is', 'clearly', 'annoyed', 'and', 'angry', 'that', 'he', 'has', 'to', 'deal', 'with', 'finding', 'remains', 'of', 'ghidorah', 'https://t', 'co/ffe5oqcs6k']"
38,1,"['@ecarsonvacation', '@teapainusa', 'no', 'one', 'is', 'angry', 'except', 'you']"
39,1,"['@smileysmileigh', 'oh', 'leighanne', 'i', 'hope', 'youre', 'alright', 'angry', 'rock', 'and', 'lots', 'of', 'chocolate', 'xx']"
40,1,"['adrian', 'peterson', 'remains', 'upset', 'about', 'failing', 'to', 'break', 'an', 'illustrious', 'nfl', 'record', 'read', 'at', '@sportscasting19:', 'nfl', 'https://t', 'co/eg86k2xseb']"
41,1,"['lesson', '097:', 'blondy', 'crappy', 'tanks', 'make', 'me', 'angry', 'when', 'humans', 'use', 'them', 'on', 'my', 'forest']"
42,1,"['@aadeelnrx34', 'this', 'makes', 'me', 'angry', '&amp', 'i', 'am', 'not', 'usually', 'an', 'angry', 'person', 'we', 'had', 'to', 'somehow', 'find', 'money', 'to', 'buy', 'three', 'new', 'https://t', 'co/9rxeny8g6j']"
43,1,"['honeymoon', 'stage', 'with', 'him', 'again', 'watch', 'us', 'be', 'angry', 'with', 'each', 'other', 'again', 'in', '2', 'weeks']"
44,1,"['@angry_staffer', 'oh', 'to', 'only', 'be', 'as', 'smart', 'as', 'a', 'mediocre', 'white', 'man', 'thinks', 'he', 'is']"
45,1,"['note', 'to', 'self:', ""don't"", 'argue', 'with', 'angry', 'star', 'wars', 'fanboys', 'just', ""don't"", 'do', 'it', 'block', 'only', 'block', 'https://t', 'co/7rwnzpd2ps']"
46,1,"['any', 'chance', ""you're"", 'turning', 'the', 'credit', 'card', 'online', 'service', 'back', 'on', 'soon', '@virginmoney', 'i', 'was', 'charged', 'interest', 'cause', 'i', 'https://t', 'co/hav7tj1kbq']"
47,1,"['@novembergoth5', '@angry_staffer', 'you', 'have', 'seen', 'someone', 'attempting', 'to', 'murder', 'another', 'with', 'a', 'knife', 'infront', 'of', 'a', 'police', 'o', 'https://t', 'co/fnwakkwgih']"
48,1,"['@jxyceee', '@realadriengf', 'he', 'gets', 'angry', 'at', 'every', 'little', 'thing']"
49,1,"['do', 'you', 'know', 'for', 'every', 'minute', 'you', 'are', 'angry', 'you', 'lose', 'sixty', 'seconds', 'of', 'happiness', 'can', 'we', 'just', 'loss', 'our', 'weight']"
50,1,"['@avaricewitch', '&gt', '&gt', 'herself', 'to', 'her', 'first', 'shes', 'angry', 'but', 'she', 'isnt', 'stupid', 'shell', 'find', 'exactly', 'how', 'to', 'make', 'her', 'pay', 'https://t', 'co/6qdo1gcr0l']"
51,1,"['@egyptian_neenan', '@angry_staffer', 'it', 'doesnt', 'thats', 'hyperbole', 'instances', 'wherein', 'the', 'police', 'are', 'called', 'for', 'someone', 't', 'https://t', 'co/dsknwf2hyg']"
52,1,"['@ynotwheelz', ""i'm"", 'angry', 'because', 'biden', ""doesn't"", 'put', 'out', 'enough', 'and', 'hunter', 'keeps', 'smoking', 'my', 'meth']"
53,1,"['since', 'we', 'getting', 'angry', ""i'ma"", 'head', 'out']"
54,1,"['misplaced', 'anger', '=', 'angry', 'about', 'medical', 'malpractice', 'and', 'fraud', 'but', 'at', 'least', 'you', 'can', 'be', 'proud', 'of', 'your', 'son', 'https://t', 'co/w5gsmi3loq']"
55,1,"['@hillmont_drive', 'i', 'keep', 'hearing', 'this', 'sh*t', 'from', 'american', 'liberals', 'while', ""i'm"", 'here', 'literally', 'consuming', 'chinese', 'queer', 'ro', 'https://t', 'co/zl7cqr0bgn']"
56,1,"['@vickrokosmos', 'its', 'fine', 'i', 'know', 'its', 'natural', 'for', 'short', 'people', 'to', 'be', 'angry', '24/7']"
57,1,"['@kirstysedgman', 'this', 'is', 'a', 'cake', 'my', 'partner', 'made', 'and', 'gave', 'me', 'to', 'decorate', 'when', 'i', 'was', 'finishing', 'my', 'last', 'book', 'and', 'had', 'rea', 'https://t', 'co/enbyooqf1h']"
58,1,"['@vikingmonkey', '@texasmom__', '@angry_staffer', 'the', 'presence', 'of', 'police', 'and', 'police', 'vehicles', 'wasnt', 'enough', 'but', 'sure', 'if', 'the', 'https://t', 'co/ymvhuro4fu']"
59,1,"['@angry_staffer', '@mattyglesias', 'betcha', 'if', ""you'd"", 'given', 'it', 'another', '16', 'hours', 'or', 'so', 'you', ""wouldn't"", 'have', 'had', 'to', 'delete', 'that', 'tweet', 'too', 'onliiiiiine']"
60,1,"[""i've"", 'cried', 'today', ""i'm"", 'tired', 'stressed', 'angry', 'everything']"
61,1,"['@brakinggnus', 'in', 'angry', ""'rican"", 'girls', 'bailiwick', 'right', '@aggierican']"
62,1,"['@anqybvby', 'sorry', 'but', 'why', 'are', 'you', 'so', 'angry', 'about', 'it', 'it', 'was', 'a', 'mistake', 'and', 'i', 'unfollowed', 'no', 'need', 'to', 'be', 'a', 'dick', 'about', 'it']"
63,1,"['me', 'and', 'who', 'yo', 'soy', 'angry', 'https://t', 'co/azavb6fy9u']"
64,1,"['@iointeractive', 'this', 'used', 'to', 'play', 'on', 'ps2', 'blood', 'money', 'if', 'you', 'was', 'idle', 'on', 'the', 'first', 'menu', 'thought', 'it', 'was', 'odd', 'as', 'it', 'was', 'https://t', 'co/itjrnxfgmx']"
65,1,"['@lismar31233', '@mielafetaw', 'when', 'an', 'angry', 'wild', 'bitch', 'with', 'a', 'knife', 'comes', 'at', 'you', 'will', 'you', 'wait', 'for', 'someone', 'to', 'make', 'a', 'po', 'https://t', 'co/twajlkymht']"
66,1,"['@icethechampion', '@vangsanimatey', '@bfsetwt', '@kitrium', 'i', 'made', 'some', 'fanart', 'of', 'the', 'character', 'angry', 'birds', 'i', 'hope', 'you', 'like', 'https://t', 'co/wna77icnnc']"
67,1,"['this', 'is', 'not', 'uncommon', 'in', 'the', 'church', 'of', 'christ', 'be', 'angry', 'yes', 'but', 'theres', 'no', 'reason', 'to', 'be', 'surprised', 'by', 'such', 'a', 'disgus', 'https://t', 'co/aeue3a5suj']"
68,1,"['my', 'cws', 'eyes', 'change', 'colour', 'with', 'her', 'mood', 'and', 'its', 'a', 'good', 'indicator', 'on', 'how', 'to', 'act', 'around', 'her', 'today', 'they', 'are', 'green', 'https://t', 'co/78tzxkna3z']"
69,1,"['@vaishnavifan1', '@kaveri44415218', 'she', 'tweeted', 'in', 'angry', 'just', 'leave', 'it']"
70,1,"['drop', 'your', 'name', ""i'll"", 'guess', 'that', ""you're"", 'calm', 'angry', 'sweet', 'funny', 'cute']"
71,1,"['@amanda_nhlumayo', '@lolamaphisa', '@sissgugu', 'mina', 'right', 'now', ""he's"", 'angry', 'at', 'me', 'coz', ""i'm"", 'dating', 'this', 'other', 'guy', 'even', 'though', 't', 'https://t', 'co/xaoivq4evp']"
72,1,"['@death_andpraxis', '@mitch90726674', '@banquothe', '@ajdelgado13', '@angry_staffer', 'the', 'one', 'that', 'says', 'no', 'cruel', 'and', 'unusual', 'punis', 'https://t', 'co/kp85qgxafe']"
73,1,"['might', 'have', 'been', 'best', 'to', 'take', 'his', 'chances', 'in', 'a', 'fight', 'with', 'the', 'angry', 'husband', 'or', 'indeed', 'the', 'angry', 'wife', '-', 'i', 'dont', 'want', 'https://t', 'co/wnyvp8b4ib']"
74,1,"['@melonpaya', 'who', 'gave', 'the', 'angry', 'child', 'a', 'sword']"
75,1,"['anger', 'is', 'like', 'the', 'fig', 'leaves', 'adam', 'used', 'it', 'is', 'how', 'we', 'hide', 'hurt', 'we', ""don't"", 'want', 'to', 'cry', 'but', 'we', 'froth', 'instead', 'because', 'https://t', 'co/8fs3y91sgu']"
76,1,"['@acmilansydney', 'yes', 'he', 'should', 'be', 'angry']"
77,1,"['@anouck526', '@dianewojnar', '@angry_staffer', 'cops', 'always', 'claim', 'to', 'be', 'in', 'imminent', 'danger', 'when', 'they', 'pull', 'over', 'a', 'car', 'whi', 'https://t', 'co/3aw6ax6xnm']"
78,1,"['lordy', 'lorderson', 'just', 'saw', '12', 'angry', 'men', 'the', 'pacing', 'was', 'life', 'itself', ""you'll"", 'love', 'it', 'if', ""you've"", 'ever', 'said', ""'please'""]"
79,1,"[""i'm"", 'so', 'sad', 'and', 'angry', 'rn']"
80,1,"['@angry_staffer', 'besides', 'makhiabryant', 'is', 'dead', 'and', 'she', 'cant', 'defend', 'herself']"
81,1,"['@missbusin', 'o', 'angry', 'shame']"
82,1,"['does', 'this', 'make', 'you', 'angry', 'anon', 'https://t', 'co/hxy74vazql', 'https://t', 'co/eowofq9kpv']"
83,1,"['ray', 'fisher', ""didn't"", 'dispute', 'his', 'reputation', 'for', 'being', 'angry', 'and', 'difficult', 'last', 'night', 'when', 'he', 'angrily', 'responded', 'to', 'warn', 'https://t', 'co/zaiugqgi7l']"
84,1,"['i', 'ended', 'up', 'bugging', 'her', 'roommate', 'which', 'im', 'not', 'happy', 'about', 'to', 'figure', 'out', 'what', 'the', 'fuck', 'was', 'going', 'on', 'and', 'its', 'just', 't', 'https://t', 'co/aftrxhxkdy']"
85,1,"['i', 'have', 'to', 'remember', 'that', 'all', 'these', 'angry', 'and', 'sad', 'emotions', 'that', 'im', 'feeling', 'my', 'baby', 'can', 'feel', 'as', 'well', 'i', 'am', 'sincerely', 'https://t', 'co/vslvyz52zl']"
86,1,"['@ashcatcam', 'thank', 'you', 'very', 'much', 'grief', 'is', 'like', 'the', 'ocean', 'sometimes', 'a', 'tsunami', 'soft', 'waves', 'or', 'angry', 'dark', 'stormy', 'weath', 'https://t', 'co/7wc8jx778v']"
87,1,"['@mkupperman', 'for', 'a', 'movie', 'about', 'how', 'angry', 'he', 'is', 'it', 'sure', 'feels', 'restrained', 'compared', 'to', 'kiss', 'the', 'pan', 'not', 'even', 'a', 'signature', 'gawddamnit']"
88,1,"['@samwhyte', 'and', 'also', 'more', 'simply', 'i', 'am', 'not', 'surprised', 'by', 'this', 'is', 'different', 'to', 'i', 'am', 'not', 'angry', 'about', 'this', 'capitali', 'https://t', 'co/fisidyjmyx']"
89,1,"['sometimes', 'i', 'drive', 'around', 'by', 'myself', 'with', 'a', 'mask', 'on', 'because', 'it', 'seems', 'to', 'make', 'people', 'irrationally', 'angry']"
90,1,"['@anouck526', '@dianewojnar', '@angry_staffer', 'james', 'egan', 'holmes', 'was', 'an', 'active', 'shooter', 'they', 'arrested', 'him', 'without', 'shooting', 'h', 'https://t', 'co/y25ldbrpax']"
91,1,"['@themikeschwart1', '@angry_staffer', 'no', 'taser', 'either', 'works', 'or', 'it', 'doesnt']"
92,1,"['@angry_staffer', 'it', ""doesn't"", 'look', 'like', 'there', 'would', 'have', 'been', 'enough', 'time', 'to', 'get', 'there', 'to', 'taser', ""i'm"", 'wondering', 'why', '4', 'shots', 'too']"
93,1,"['@angry_staffer', 'wow', 'what', 'an', 'absolute', 'ass']"
94,1,"['@death_andpraxis', '@mitch90726674', '@banquothe', '@ajdelgado13', '@angry_staffer', 'they', 'were', 'taking', 'him', 'to', 'be', 'interviewed', 'for', 'h', 'https://t', 'co/7opji9ilzr']"
95,1,"['hi', 'rachael', 'football', 'fans', 'are', 'voters', 'also', 'football', 'fans', 'also', 'get', 'angry', 'about', 'other', 'things', 'look', 'at', 'the', 'history', 'of', 'https://t', 'co/eeoxsc9gkd']"
96,1,"['wait', 'for', 'it', 'wait', 'always', 'the', 'stupid', 'ones', 'that', 'slay', 'me', 'h/t', 'to', 'angry_vet_', 'on', 'the', 'ig', 'https://t', 'co/4zjxj2apgq']"
97,1,"['@angry_staffer', 'i', 'turned', 'off', 'the', 'news', 'and', 'disconnected', 'from', 'social', 'media', 'after', 'the', 'verdict', 'came', 'in', 'https://t', 'co/ievlemj8ju']"
98,1,"['@canyamans_iq', '@samishg80', 'awww', 'to', 'the', 'rescue', 'here', 'i', 'am', 'hey', 'you', 'iq', 'as', 'a', 'infamous', 'person', 'say:', 'keeeep', 'smiling', ""don't"", 'be', 'so', 'angry']"
99,1,"['@toaster3331', '@borden_55', '@disclosetv', 'so', 'it', 'came', 'out', 'that', 'she', 'was', 'indeed', 'attacking', 'another', 'girl', 'with', 'her', 'knife', 'and', 'https://t', 'co/wrzeb5xoyn']"
100,1,"['@mr_melts_', '@thatoneceltguy', '@haavarl', '@nolifebob', ""you're"", 'contradicting', 'yourself', 'and', 'it', 'makes', 'me', 'angry']"
101,1,"['@meghandayries', '@kerry_wth', '@jennife58996304', '@angry_staffer', 'oh', 'that', 'sucks', 'i', 'had', 'to', 'literally', 'say', 'keep', 'my', 'internet', 'bu', 'https://t', 'co/wsj6myxpod']"
102,1,"['@ogcarterthevibe', '@toyosigodwin', 'yes', 'i', 'don', 'fall', 'victim', 'of', 'their', 'shit', 'before', 'that', 'really', 'made', 'me', 'angry', 'but', ""couldn't"", 'g', 'https://t', 'co/jisfu9s0ki']"
103,1,"['@ocarinaparody', '@knuckleswrld', ""he's"", 'angry']"
104,1,"['@maryswa83203011', '@angry_staffer', 'all', 'valuable', 'questions', 'but', 'ones', 'that', 'the', 'officer', ""didn't"", 'have', 'time', 'to', 'mull', 'over', 'som', 'https://t', 'co/dviwkfhovz']"
105,1,"['@instablog9ja', 'de', 'boyfriend', 'right', 'now', 'feeling', 'confused', 'and', 'what', 'to', 'do', 'next', 'with', 'his', 'life', 'fear', 'angry', 'women', 'https://t', 'co/3r33rkmxxf']"
106,1,"['@sunny', 'mf', 'just', 'got', 'his', 'answer', 'and', 'he', 'is', 'angry', 'she', 'had', 'the', 'ovaries', 'to', 'answer', 'gtfo']"
107,1,"['@cottoncandaddy', '@verymimi', 'yes', 'youre', 'right', 'no', 'one', 'said', 'anything', 'about', 'intentions', 'which', 'means', 'no', 'one', 'was', 'consid', 'https://t', 'co/d1e2hhlv9h']"
108,1,"['@throwyourdream1', '@angry_staffer', 'please', 'change', 'the', 't', 'to', 'f', 'as', 'that', 'is', 'more', 'suitable']"
109,1,"['@nola_creole', '@mymyd89', 'insanely', 'angry', 'and', 'outraged', 'with', 'no', 'way', 'to', 'unleash', 'it', 'on', 'those', 'that', 'deserve', 'it']"
110,1,"['i', 'remember', 'the', 'first', 'time', 'i', 'read', 'the', 'lyrics', 'to', 'father', 'of', 'mine', 'by', '@everclearband', 'it', 'literally', 'was', 'about', 'me', 'and', 'how', 'https://t', 'co/ovuipapwf3']"
111,1,"['he', 'wants', 'you', 'to', 'get', 'angry', 'so', ""you'll"", 'be', 'receptive', 'to', 'the', 'idea', 'that', 'the', 'monumental', 'fuck-ups', 'are', 'actually', ""ottawa's"", 'fau', 'https://t', 'co/qknmqlsntw']"
112,1,"['@pfmsomi', 'just', 'turn', 'it', 'around', 'how', 'would', 'you', 'feel', 'if', 'you', ""would'nt"", 'feel', 'the', 'same', 'then', 'you', 'are', 'justified', 'but', 'knowin', 'https://t', 'co/dsktyzsuvu']"
113,1,"['his', 'left', 'eye', 'is', 'twitching', ""it's"", 'raven', 'he', ""can't"", 'do', 'much', 'but', 'his', 'eye', 'angry', 'mad', 'https://t', 'co/w6xhhsvkzj']"
114,1,"['@gayw33d', 'this', 'is', 'some', 'bullshit', 'this', 'makes', 'me', 'so', 'angry']"
115,1,"['i', 'mean', 'nobody', 'really', 'gives', 'a', 'fuck', 'but', 'i', 'have', 'bpd', 'so', 'if', 'you', 'see', 'me', 'irrationally', 'upset', 'seemingly', 'neurotic', 'and/or', 'di', 'https://t', 'co/4hmwxyl0jf']"
116,1,"['@dragonex101', 'like', 'the', 'cgi', 'is', 'better', 'if', 'that', 'is', 'what', 'you', 'mean', 'but', 'godzilla', 'in', 'previous', 'movies', 'was', 'angry', 'curious', 'h', 'https://t', 'co/dxxhiffhmf']"
117,1,"['@orangetrumpy', '@gupzbansal', '@bopinion', '@rakeshtikaitbku', 'ooh', 'someones', 'angry']"
118,1,"['happy', 'excited', 'sad', 'jealous', 'scared', 'angry', 'this', 'ep', 'is', 'full', 'of', 'mix', 'emotions', ""i'm"", 'so', 'proud', 'of', '@uppoompat', 'and', 'https://t', 'co/chglnxqfxb']"
119,1,"['i', 'am', 'one', 'of', 'the', 'last', 'people', 'born', 'into', 'the', 'millennial', 'generation', ""i'm"", '27', 'fucking', 'years', 'old', 'and', ""i've"", 'already', 'lived', 'th', 'https://t', 'co/ghjqjadoej']"
120,1,"['@stevesimonovic', '@ayocaesar', 'to', 'leftists', 'there', 'is', 'no', 'difference', 'they', 'believe', 'that', 'if', 'you', 'are', 'being', 'chased', 'down', 'by', 'an', 'https://t', 'co/1x3rjyta5j']"
121,1,"['@mattforte22', 'yes', 'you', 'are', 'so', 'right', 'all', 'these', 'angry', 'white', 'men', 'with', 'ar15s', 'that', 'keep', 'killing', 'people', 'we', 'must', 'do', 'something', 'about', 'this', 'now']"
122,1,"['ask', 'your', 'self', 'the', 'real', 'truth', 'why', 'are', 'you', 'angry', 'over', 'a', 'video', 'of', 'a', 'woman', 'celebrating', 'a', 'divorce', 'she', 'was', 'a', 'dv', 'surviv', 'https://t', 'co/xxyrm0cphv']"
123,1,"['so', 'glad', 'we', 'have', 'pulled', 'out', 'of', 'the', 'esl', 'i', 'am', 'still', 'bitterly', 'disappointed', '&amp', 'angry', 'at', 'the', 'club', 'for', 'how', 'theyve', 'acted', 'https://t', 'co/rugcyswfes']"
124,1,"['the', 'sky', 'is', 'very', 'angry']"
125,1,"['@mirielmargaret', 'impressive', 'how', 'that', 'chicken', 'turned', 'into', 'angry', 'boob']"
126,1,"['@madneuroticson', ""i'm"", 'not', 'angry', ""i'm"", 'just', ""sayin'"", 'buyer', 'beware', ""don't"", 'be', 'afraid', 'of', 'caveat', 'emptor', 'https://t', 'co/zsnde42v4w']"
127,1,"['careful', 'with', 'the', 'words', 'you', 'say', 'to', 'someone', 'in', 'a', 'predicament', 'especially', 'in', 'ill', 'health', 'no', 'matter', 'how', 'angry', 'you', 'are', 'https://t', 'co/mnvbyftnpv']"
128,1,"['@angry_staffer', 'how', 'does', 'killing', 'makhiabryant', 'solve', 'anything', 'ive', 'seen', 'white', 'girls', 'fighting', 'and', 'not', 'one', 'of', 'them', 'was', 'shot', 'dead']"
129,1,"['@docgray81', '@jimgeraghty', 'portland', 'is', 'abt', 'angry', 'white', 'guys', 'antifa', 'proud', 'boys', 'etc', 'even', 'the', 'first', 'riot', 'in', 'mpls', 'was', 'https://t', 'co/drssue9w0y']"
130,1,"['@fairykanata', 'someone', 'said', 'hc', 'and', 'jungkook', 'look', 'similar', 'and', 'tgcftwt', 'decided', 'they', 'now', 'angry', 'at', 'armys', 'aka', 'one', 'of', 'the', 'largest', 'fanbases', 'like']"
131,1,"['all', 'this', 'shit', 'is', 'to', 'make', 'us', 'lash', 'out', 'angry', 'black', 'people', 'in', 'the', 'streets', 'aint', 'scaring', 'these', 'devils', 'but', 'if', 'we', 'talki', 'https://t', 'co/ecao1s8jeh']"
132,1,"['hai', 'i', 'said', 'yours', 'is', 'deeper', 'and', 'she', 'got', 'angry', 'and', 'said', 'my', 'voice', 'is', 'softer', 'then', 'faiths', 'voice', 'https://t', 'co/wktwf0n6ks']"
133,1,"['if', 'everybody', 'is', 'angry', 'its', 'best', 'to', 'be', 'respectful', 'and', 'obedient', 'its', 'a', 'roaring', 'lion', 'out', 'there', 'ready', 'to', 'devour', 'walk', 'in', 'obedience']"
134,1,"['@enderstcrs', 'angry']"
135,1,"['@angry_staffer', 'i', 'always', 'wonder', 'when', 'these', 'shootings', 'happen', 'why', 'do', 'they', 'shoot', 'to', 'kill', 'why', 'not', 'shoot', 'to', 'disable']"
136,1,"['i', 'am', 'beyond', 'angry', 'maybe', ""it's"", 'time', 'go', 'piss', 'off', 'the', 'people', 'who', 'are', 'supposed', 'to', 'be', 'in', 'charge', 'want', 'to', 'act', 'like', 'a', 'turd', 'https://t', 'co/sbqlvaxnox']"
137,1,"['@jscaglitti', '@agkyle03', '@bstewart27', '@angry_staffer', ""he's"", 'defending', 'common', 'sense']"
138,1,"['@lidz87', 'oof', 'he', 'was', 'angry', 'at', 'you', 'along', 'with', 'shinra', 'bro']"
139,1,"['things', 'eli', 'is', 'angry', 'about', 'today:', '-', 'brother', 'has', 'covid', '-', 'take-home', 'poetry', 'exam', 'too', 'hard', '-', 'snowing', 'in', 'montreal', '-', 'not', 'e', 'https://t', 'co/vkahlv8oin']"
140,1,"['@angry_facts', 'the', 'chinese', 'olympic', 'and', 'paralympic', 'games', 'team', 'are', 'currently', 'focusing', 'on', 'their', 'upcoming', 'winter', 'version', 'https://t', 'co/kcae7buyq8']"
141,1,"['@midorianzai', ""it's"", 'between', 'sonika', 'and', 'kohaku', 'kohaku', 'was', 'all', 'anger', 'and', 'nothing', 'else', 'for', 'a', 'long', 'time', 'now', ""he's"", 'a', 'swee', 'https://t', 'co/0xqdqacl9y']"
142,1,"['i', 'feel', 'like', 'i', 'can', 'actually', 'be', 'myself', 'around', 'you', 'you', 'dont', 'judge', 'me', 'you', 'dont', 'tiptoe', 'around', 'me', 'theo', 'chuckles', 'ci', 'https://t', 'co/rjdlkx83yr']"
